pID;block;trial;citynumber.100.Reset.;In.1..Out.0..Reset.3.;time
tsp06;3;18;  3;1;37,3171800
tsp06;3;18;  9;1;37,9831900
tsp06;3;19; 16;1; 3,0663760
tsp06;3;19; 12;1; 3,4502940
tsp06;3;19; 13;1; 3,8333020
tsp06;3;19; 10;1; 4,2831420
tsp06;3;19;  6;1; 4,6666220
tsp06;3;19;  2;1; 7,6157990
tsp06;3;19;  4;1; 8,1815640
tsp06;3;19;  1;1; 8,6162830
tsp06;3;19;  5;1; 9,2138790
tsp06;3;19; 19;1;10,4323200
tsp06;3;19;  0;1;11,1322000
tsp06;3;19;  8;1;11,6327600
tsp06;3;19;  9;1;12,5145900
tsp06;3;19;  9;0;13,7149400
tsp06;3;19; 15;1;14,2314300
tsp06;3;19;  9;1;14,9143600
tsp06;3;19;  3;1;15,5813200
tsp06;3;19; 18;1;16,1974800
tsp06;3;19; 17;1;17,1306100
tsp06;3;19; 14;1;17,5307600
tsp06;3;19;  7;1;17,9634500
tsp06;3;19; 11;1;18,4627000
tsp06;3;19; 16;1;19,5812000
tsp06;3;19;100;3;21,7626800
tsp06;3;19; 16;1;22,8463900
tsp06;3;19; 12;1;23,2961100
tsp06;3;19; 13;1;23,6468200
tsp06;3;19; 10;1;24,0123600
tsp06;3;19;  6;1;25,0131200
tsp06;3;19; 15;1;25,6120700
tsp06;3;19;  1;1;26,0624900
tsp06;3;19;  4;1;27,2115500
tsp06;3;19;  2;1;27,7286400
tsp06;3;19;  5;1;28,1953700
tsp06;3;19;  8;1;28,6101500
tsp06;3;19;  0;1;29,0624700
tsp06;3;19; 19;1;29,5279000
tsp06;3;19;  3;1;30,0783300
tsp06;3;19; 18;1;30,4284900
tsp06;3;19; 14;1;31,1777500
tsp06;3;19;  7;1;31,6762800
tsp06;3;19; 17;1;32,2788200
tsp06;3;19; 11;1;32,7093800
tsp06;3;19;  9;1;33,6275700
tsp06;3;19; 16;1;34,2105900
tsp06;3;20;  9;1; 2,1914600
tsp06;3;20;  0;1; 5,8240200
tsp06;3;20;  7;1; 6,2426070
tsp06;3;20; 17;1; 6,9417760
tsp06;3;20; 17;0; 8,6243760
tsp06;3;20;  7;0; 9,1907370
tsp06;3;20;  0;0; 9,8576030
tsp06;3;20;  0;1;10,5246500
tsp06;3;20;  6;1;10,8729100
tsp06;3;20; 16;1;11,2559000
tsp06;3;20;  2;1;11,9075400
tsp06;3;20; 15;1;12,2076900
tsp06;3;20; 18;1;12,5245900
tsp06;3;20; 10;1;12,9404000
tsp06;3;20; 19;1;13,2234500
tsp06;3;20; 14;1;13,6902900
tsp06;3;20;  5;1;14,1907600
tsp06;3;20; 13;1;15,3385500
tsp06;3;20;  1;1;15,9396500
tsp06;3;20;  4;1;16,3383200
tsp06;3;20;  8;1;16,7398800
tsp06;3;20; 12;1;17,7732700
tsp06;3;20;  3;1;18,1561100
tsp06;3;20; 11;1;18,5739700
tsp06;3;20; 17;1;18,9394600
tsp06;3;20;  7;1;19,3395700
tsp06;3;20;  9;1;20,5234200
tsp06;3;20;  9;0;23,4707600
tsp06;3;20;  7;0;24,0382900
tsp06;3;20; 17;0;24,8062100
tsp06;3;20; 11;0;26,2883400
tsp06;3;20;  3;0;26,6723200
tsp06;3;20; 12;0;27,0880700
tsp06;3;20;  8;0;27,6709700
tsp06;3;20;  4;0;28,1207000
tsp06;3;20; 12;1;29,8371600
tsp06;3;20; 11;1;31,6526700
tsp06;3;20;  3;1;32,4378900
tsp06;3;20;  4;1;32,8047700
tsp06;3;20;  4;0;33,1706700
tsp06;3;20;  4;1;33,8698100
tsp06;3;20;  8;1;34,3191600
tsp06;3;20; 17;1;34,9202500
tsp06;3;20;  7;1;35,2869500
tsp06;3;20;  9;1;35,9702900
tsp06;3;21; 19;1; 1,8184240
tsp06;3;21;  6;1; 2,8180540
tsp06;3;21; 10;1; 3,3682330
tsp06;3;21;  5;1; 3,9833560
tsp06;3;21; 11;1; 4,4840620
tsp06;3;21;  2;1; 5,0494040
tsp06;3;21;  7;1; 5,4344180
tsp06;3;21;  0;1; 7,0992050
tsp06;3;21; 16;1; 7,9666480
tsp06;3;21; 16;0; 8,6508010
tsp06;3;21;  9;1; 9,3341540
tsp06;3;21; 16;1; 9,7836690
tsp06;3;21; 18;1;10,1994000
tsp06;3;21; 17;1;10,6166500
tsp06;3;21; 12;1;11,1981700
tsp06;3;21; 15;1;11,8332400
tsp06;3;21;  3;1;12,2834300
tsp06;3;21;  4;1;12,7160200
tsp06;3;21; 13;1;13,1327500
tsp06;3;21;  1;1;13,5497400
tsp06;3;21; 14;1;14,0322900
tsp06;3;21;  8;1;14,3824300
tsp06;3;21; 19;1;15,1826500
tsp06;3;22; 13;1; 2,5644450
tsp06;3;22; 17;1; 3,3793870
tsp06;3;22; 19;1; 3,8643950
tsp06;3;22; 18;1; 4,2808460
tsp06;3;22; 15;1; 5,2803880
tsp06;3;22;  6;1; 5,9305650
tsp06;3;22;  8;1; 6,3809970
tsp06;3;22;  0;1; 6,9300190
tsp06;3;22;  7;1; 7,2635610
tsp06;3;22; 16;1; 7,6624760
tsp06;3;22;  5;1; 7,9967800
tsp06;3;22; 14;1; 8,8294770
tsp06;3;22; 14;0; 9,8964440
tsp06;3;22; 11;1;10,4290800
tsp06;3;22; 14;1;11,0628800
tsp06;3;22;  2;1;11,4624300
tsp06;3;22;  1;1;11,8458800
tsp06;3;22;  3;1;12,3955100
tsp06;3;22; 10;1;12,7793400
tsp06;3;22;  4;1;13,1460800
tsp06;3;22;  9;1;13,8459800
tsp06;3;22; 12;1;14,4620100
tsp06;3;22; 13;1;15,0952300
tsp06;3;23; 12;1; 1,3585090
tsp06;3;23;  3;1; 1,6594730
tsp06;3;23; 17;1; 1,9592290
tsp06;3;23;  2;1; 2,4419560
tsp06;3;23; 19;1; 2,8901480
tsp06;3;23; 10;1; 3,4586030
tsp06;3;23;  8;1; 3,8246350
tsp06;3;23;  7;1; 4,2245600
tsp06;3;23;  6;1; 4,5925100
tsp06;3;23;  0;1; 4,9568210
tsp06;3;23;  5;1; 5,3583720
tsp06;3;23;  1;1; 5,6915320
tsp06;3;23;  4;1; 6,3245280
tsp06;3;23; 16;1; 6,8740880
tsp06;3;23; 14;1; 7,3741040
tsp06;3;23; 13;1; 7,7745290
tsp06;3;23; 15;1; 8,1909660
tsp06;3;23; 11;1; 8,6577590
tsp06;3;23;  9;1; 9,1739200
tsp06;3;23; 18;1; 9,7071880
tsp06;3;23; 18;0;10,4075800
tsp06;3;23; 18;1;11,3077000
tsp06;3;23; 12;1;12,4404900
tsp06;3;24;  8;1; 2,7321590
tsp06;3;24;  1;1; 3,2649610
tsp06;3;24;  3;1; 3,6647910
tsp06;3;24; 19;1; 4,2316860
tsp06;3;24;  9;1; 7,0644680
tsp06;3;24; 16;1; 9,0469260
tsp06;3;24; 17;1; 9,5463730
tsp06;3;24; 14;1;10,0461500
tsp06;3;24; 13;1;10,3783000
tsp06;3;24;  4;1;10,8466300
tsp06;3;24;  0;1;11,4467800
tsp06;3;24;  7;1;12,0460800
tsp06;3;24; 10;1;12,5465500
tsp06;3;24; 11;1;13,1797300
tsp06;3;24; 18;1;14,0807000
tsp06;3;24;  6;1;14,6959100
tsp06;3;24;  2;1;15,3456700
tsp06;3;24; 12;1;16,1119600
tsp06;3;24;  5;1;16,4949700
tsp06;3;24; 15;1;17,1449900
tsp06;3;24;  8;1;17,9116500
tsp06;3;24;100;3;20,7946300
tsp06;3;24;  8;1;21,8272600
tsp06;3;24; 15;1;22,7264800
tsp06;3;24;  2;1;23,2608600
tsp06;3;24;  6;1;24,0106500
tsp06;3;24; 18;1;24,7944600
tsp06;3;24; 11;1;25,7943700
tsp06;3;24; 10;1;26,2599700
tsp06;3;24;  7;1;26,7924800
tsp06;3;24;  0;1;27,0780300
tsp06;3;24; 17;1;28,3103100
tsp06;3;24; 16;1;29,9596700
tsp06;3;24; 14;1;30,3589900
tsp06;3;24; 13;1;30,6265800
tsp06;3;24;  9;1;31,1257100
tsp06;3;24;  4;1;31,7746200
tsp06;3;24; 12;1;32,3924600
tsp06;3;24;  5;1;32,7572900
tsp06;3;24; 19;1;33,2920200
tsp06;3;24;  3;1;34,1086200
tsp06;3;24;  1;1;34,4255100
tsp06;3;24;  8;1;35,0255000
tsp07;1; 1; 19;1; 3,0740780
tsp07;1; 1; 19;0; 3,6909750
tsp07;1; 1;  8;1; 5,4568750
tsp07;1; 1; 19;1; 6,7242160
tsp07;1; 1;  4;1; 8,8389150
tsp07;1; 1; 12;1; 9,9895290
tsp07;1; 1;  9;1;10,6738100
tsp07;1; 1;  1;1;16,0043400
tsp07;1; 1;  1;0;23,3537800
tsp07;1; 1;  2;1;24,8700600
tsp07;1; 1; 10;1;26,0534800
tsp07;1; 1; 15;1;27,1373400
tsp07;1; 1;  7;1;28,7372700
tsp07;1; 1; 17;1;29,6521300
tsp07;1; 1;  3;1;32,0352200
tsp07;1; 1; 16;1;32,8350900
tsp07;1; 1;  0;1;33,6525400
tsp07;1; 1; 18;1;36,3168900
tsp07;1; 2; 19;1; 2,2938610
tsp07;1; 2;  8;1; 4,4109800
tsp07;1; 2; 14;1; 5,1099400
tsp07;1; 2;  1;1; 5,9096640
tsp07;1; 2; 13;1; 6,8428610
tsp07;1; 2;  4;1; 9,3090290
tsp07;1; 2;  3;1; 9,8423630
tsp07;1; 2; 15;1;10,3754900
tsp07;1; 2; 12;1;11,1771000
tsp07;1; 2; 17;1;11,7254800
tsp07;1; 2; 18;1;12,2584600
tsp07;1; 2;  9;1;13,4587800
tsp07;1; 2; 16;1;15,9249900
tsp07;1; 2;  0;1;21,0732300
tsp07;1; 2;  7;1;22,8901900
tsp07;1; 2;  2;1;24,4219000
tsp07;1; 2; 11;1;25,5228300
tsp07;1; 2;  5;1;26,1901900
tsp07;1; 2; 10;1;26,7064000
tsp07;1; 2;  6;1;27,5057700
tsp07;1; 2; 19;1;29,3724300
tsp07;1; 3;  7;1; 2,2068560
tsp07;1; 3; 15;1; 3,0748370
tsp07;1; 3; 11;1; 4,3750920
tsp07;1; 3; 19;1; 5,0053140
tsp07;1; 3;  6;1; 7,0406950
tsp07;1; 3;  2;1; 7,7402270
tsp07;1; 3; 10;1; 9,1724830
tsp07;1; 3; 13;1;10,7545600
tsp07;1; 3;  9;1;11,6893100
tsp07;1; 3; 17;1;13,3538900
tsp07;1; 3;  0;1;16,3376300
tsp07;1; 3; 12;1;17,1384900
tsp07;1; 3; 18;1;18,2880400
tsp07;1; 3;  8;1;19,7203500
tsp07;1; 3;  3;1;20,5364800
tsp07;1; 3; 16;1;21,5877200
tsp07;1; 3; 14;1;22,5191000
tsp07;1; 3;  5;1;23,4853700
tsp07;1; 3;  1;1;24,6853400
tsp07;1; 3;  1;0;32,7010500
tsp07;1; 3;  1;1;33,8677300
tsp07;1; 3;  1;0;36,6669900
tsp07;1; 3;  1;1;37,3519700
tsp07;1; 4; 17;1; 2,5808110
tsp07;1; 4;  3;1; 3,3632240
tsp07;1; 4; 12;1; 3,9629750
tsp07;1; 4; 10;1;10,0620800
tsp07;1; 4;  8;1;11,9953500
tsp07;1; 4; 18;1;13,3446100
tsp07;1; 4;  9;1;14,0777900
tsp07;1; 4; 11;1;15,7436300
tsp07;1; 4; 15;1;16,3606800
tsp07;1; 4; 14;1;17,1100800
tsp07;1; 4; 16;1;19,3267600
tsp07;1; 4;  4;1;21,0764300
tsp07;1; 4; 13;1;25,1758000
tsp07;1; 4; 13;0;26,2590000
tsp07;1; 4;  4;0;27,0587900
tsp07;1; 4; 13;1;27,9414200
tsp07;1; 4;  4;1;29,2416500
tsp07;1; 4;  1;1;30,0084100
tsp07;1; 4;  5;1;31,3409200
tsp07;1; 4;  0;1;32,5573400
tsp07;1; 4;  6;1;33,5407800
tsp07;1; 4;  7;1;34,8573000
tsp07;1; 4; 19;1;36,0391100
tsp07;1; 4;  2;1;36,9068400
tsp07;1; 4; 17;1;39,1719100
tsp07;1; 5; 13;1; 7,4367180
tsp07;1; 5; 17;1; 8,8872130
tsp07;1; 5;  4;1; 9,4196300
tsp07;1; 5;  3;1; 9,8864170
tsp07;1; 5;  9;1;10,4029500
tsp07;1; 5; 19;1;11,5707100
tsp07;1; 5;  0;1;12,4526400
tsp07;1; 5; 16;1;13,0528000
tsp07;1; 5;  5;1;13,9203900
tsp07;1; 5;  6;1;14,5041800
tsp07;1; 5; 12;1;14,9869800
tsp07;1; 5;  8;1;15,5697900
tsp07;1; 5; 15;1;16,6701000
tsp07;1; 5; 18;1;17,6194700
tsp07;1; 5;  1;1;19,2844700
tsp07;1; 5;  2;1;23,0006200
tsp07;1; 5;  7;1;23,4835400
tsp07;1; 5; 11;1;24,2667300
tsp07;1; 5; 10;1;26,7155300
tsp07;1; 5; 10;0;29,0323300
tsp07;1; 5; 14;1;29,7657200
tsp07;1; 5; 10;1;30,5157800
tsp07;1; 5; 13;1;32,2327300
tsp07;1; 6; 16;1; 2,7621150
tsp07;1; 6; 17;1; 3,7120170
tsp07;1; 6; 13;1; 5,3450320
tsp07;1; 6; 14;1; 6,1279720
tsp07;1; 6;100;3;14,0599700
tsp07;1; 6;  9;1;17,1596400
tsp07;1; 6; 19;1;18,4922200
tsp07;1; 6;  3;1;19,1088800
tsp07;1; 6;  1;1;19,5590000
tsp07;1; 6;  8;1;20,8095400
tsp07;1; 6; 15;1;22,2604900
tsp07;1; 6;  2;1;23,2252700
tsp07;1; 6;  6;1;24,8074400
tsp07;1; 6; 18;1;26,8751100
tsp07;1; 6; 12;1;27,4239600
tsp07;1; 6;  5;1;28,0739200
tsp07;1; 6; 11;1;29,2254000
tsp07;1; 6;  4;1;33,4228100
tsp07;1; 6;  7;1;36,2387700
tsp07;1; 6; 10;1;37,1218400
tsp07;1; 6;  0;1;37,8388600
tsp07;1; 6; 14;1;39,5552400
tsp07;1; 7;  2;1; 3,4261130
tsp07;1; 7; 11;1; 4,0257800
tsp07;1; 7; 17;1; 4,7086140
tsp07;1; 7;100;3; 7,2087750
tsp07;1; 7;  1;1; 9,2418270
tsp07;1; 7;  4;1;10,3912900
tsp07;1; 7; 13;1;11,2235900
tsp07;1; 7; 15;1;12,0247400
tsp07;1; 7; 16;1;13,4413000
tsp07;1; 7; 12;1;13,9913900
tsp07;1; 7;  8;1;14,5569600
tsp07;1; 7;  6;1;15,1068500
tsp07;1; 7; 19;1;16,6407000
tsp07;1; 7; 10;1;17,2573100
tsp07;1; 7;  0;1;17,9572600
tsp07;1; 7; 18;1;19,5887000
tsp07;1; 7; 11;1;22,1232500
tsp07;1; 7;  2;1;23,1556900
tsp07;1; 7; 17;1;23,8711700
tsp07;1; 7;  5;1;25,2383700
tsp07;1; 7;  9;1;25,9390200
tsp07;1; 7;  7;1;27,0215300
tsp07;1; 7;  3;1;27,6386600
tsp07;1; 7; 14;1;28,4213600
tsp07;1; 7;  1;1;29,1379000
tsp07;1; 8;  3;1; 2,3633160
tsp07;1; 8; 10;1; 3,1118970
tsp07;1; 8;  4;1; 3,5631560
tsp07;1; 8;100;3; 6,4623870
tsp07;1; 8; 14;1; 7,8778340
tsp07;1; 8;  2;1; 9,3613720
tsp07;1; 8; 13;1;13,4121800
tsp07;1; 8;100;3;14,3106200
tsp07;1; 8; 13;1;15,4941000
tsp07;1; 8; 12;1;16,4271900
tsp07;1; 8;  9;1;16,9097000
tsp07;1; 8;  4;1;19,0267100
tsp07;1; 8; 10;1;19,4597400
tsp07;1; 8;  3;1;20,1763400
tsp07;1; 8;  1;1;21,8920600
tsp07;1; 8;  0;1;23,9758200
tsp07;1; 8;  7;1;24,3586500
tsp07;1; 8;  8;1;25,3584600
tsp07;1; 8;  6;1;26,2912600
tsp07;1; 8; 16;1;27,2412800
tsp07;1; 8;  5;1;28,1421800
tsp07;1; 8; 15;1;29,4734100
tsp07;1; 8; 11;1;30,5566200
tsp07;1; 8; 14;1;33,4068100
tsp07;1; 8; 19;1;34,5890200
tsp07;1; 8; 18;1;35,4234700
tsp07;1; 8; 17;1;36,7233300
tsp07;1; 9;  9;1; 5,2271920
tsp07;1; 9; 11;1; 6,0104370
tsp07;1; 9;  7;1; 6,8622060
tsp07;1; 9;  7;0;10,0431600
tsp07;1; 9; 17;1;10,9434900
tsp07;1; 9;  7;1;12,8091100
tsp07;1; 9; 14;1;13,2763700
tsp07;1; 9; 18;1;14,0930700
tsp07;1; 9;  3;1;14,8417900
tsp07;1; 9;  0;1;16,6601200
tsp07;1; 9;  0;0;20,7080200
tsp07;1; 9;  3;0;21,4244600
tsp07;1; 9;  3;1;23,1741600
tsp07;1; 9; 19;1;25,4572900
tsp07;1; 9;  0;1;26,1567100
tsp07;1; 9;  5;1;27,2234300
tsp07;1; 9;  8;1;28,0732800
tsp07;1; 9;  4;1;30,2727300
tsp07;1; 9;  2;1;31,2566700
tsp07;1; 9;  1;1;32,1056300
tsp07;1; 9; 15;1;32,8229000
tsp07;1; 9;  6;1;34,3885700
tsp07;1; 9; 10;1;35,9223300
tsp07;1; 9; 13;1;36,6716400
tsp07;1; 9; 12;1;37,5880900
tsp07;1; 9; 16;1;38,4877900
tsp07;1;10;  8;1; 1,7227900
tsp07;1;10;  8;0; 3,1222460
tsp07;1;10;  0;1; 6,9884800
tsp07;1;10; 11;1; 8,6882950
tsp07;1;10; 16;1; 9,1543410
tsp07;1;10; 18;1; 9,8211380
tsp07;1;10;  1;1;10,9551800
tsp07;1;10; 10;1;11,8869700
tsp07;1;10;  9;1;13,1206800
tsp07;1;10;  8;1;13,6374000
tsp07;1;10;  3;1;15,8371400
tsp07;1;10; 19;1;16,9542600
tsp07;1;10;  6;1;17,5696300
tsp07;1;10; 12;1;18,0195900
tsp07;1;10; 14;1;18,5533200
tsp07;1;10;  4;1;20,9368200
tsp07;1;10;  7;1;21,4360300
tsp07;1;10;  5;1;22,0019600
tsp07;1;10;  2;1;23,9355600
tsp07;1;10; 15;1;25,2681800
tsp07;1;10; 17;1;26,0843700
tsp07;1;10; 13;1;27,4677100
tsp07;1;10;  0;1;29,1178700
tsp07;1;11; 17;1; 6,7738110
tsp07;1;11;  1;1; 7,5561370
tsp07;1;11; 19;1; 9,0715470
tsp07;1;11;  9;1; 9,6730800
tsp07;1;11; 11;1;12,2558400
tsp07;1;11;  5;1;14,4718900
tsp07;1;11; 12;1;14,8881500
tsp07;1;11; 10;1;16,0711700
tsp07;1;11; 14;1;16,6869000
tsp07;1;11; 15;1;17,5226200
tsp07;1;11; 16;1;18,3390300
tsp07;1;11;  2;1;19,2699900
tsp07;1;11;  8;1;20,3710400
tsp07;1;11; 13;1;21,8372000
tsp07;1;11;  4;1;22,7203100
tsp07;1;11;  7;1;24,8868900
tsp07;1;11;  3;1;25,8027300
tsp07;1;11;  0;1;26,7374000
tsp07;1;11;  6;1;27,4527200
tsp07;1;11; 18;1;29,0194200
tsp07;1;11; 17;1;30,4177800
tsp07;1;12; 13;1;10,5903300
tsp07;1;12;  5;1;11,3901900
tsp07;1;12; 14;1;12,0899500
tsp07;1;12; 10;1;12,9399900
tsp07;1;12; 19;1;13,6900200
tsp07;1;12; 18;1;14,4233300
tsp07;1;12; 15;1;14,9066200
tsp07;1;12;  2;1;15,4561000
tsp07;1;12; 16;1;17,7223100
tsp07;1;12;  6;1;18,7222500
tsp07;1;12;  0;1;20,1221000
tsp07;1;12;  9;1;21,2224900
tsp07;1;12;  7;1;23,7555700
tsp07;1;12; 17;1;24,5723000
tsp07;1;12; 11;1;25,4546800
tsp07;1;12;  3;1;25,9873200
tsp07;1;12; 12;1;27,0873100
tsp07;1;12;  8;1;28,5368100
tsp07;1;12;  4;1;30,2201100
tsp07;1;12;  1;1;30,9198600
tsp07;1;12; 13;1;32,7528300
tsp07;1;13; 15;1; 2,2194560
tsp07;1;13; 13;1; 3,1353950
tsp07;1;13; 14;1; 3,7686650
tsp07;1;13; 11;1; 7,2177390
tsp07;1;13;  4;1; 9,6357520
tsp07;1;13;  9;1;11,4670700
tsp07;1;13;  8;1;12,2345400
tsp07;1;13;  7;1;13,0492400
tsp07;1;13; 18;1;13,5331200
tsp07;1;13; 17;1;14,9659600
tsp07;1;13; 19;1;16,1993000
tsp07;1;13; 12;1;16,9990700
tsp07;1;13; 10;1;17,8658100
tsp07;1;13; 16;1;18,7150200
tsp07;1;13;  6;1;19,7985900
tsp07;1;13;  1;1;20,4481400
tsp07;1;13;  0;1;21,1305600
tsp07;1;13;  5;1;30,3458000
tsp07;1;13;  3;1;31,4134600
tsp07;1;13;  2;1;33,3296700
tsp07;1;13; 15;1;36,1960000
tsp07;1;14; 11;1; 3,6974910
tsp07;1;14;  6;1; 4,4484630
tsp07;1;14; 10;1; 5,5627480
tsp07;1;14;  9;1; 7,3976400
tsp07;1;14;  1;1; 8,9135700
tsp07;1;14;  5;1; 9,6119800
tsp07;1;14;  4;1;10,2798600
tsp07;1;14; 15;1;12,5794500
tsp07;1;14; 19;1;16,5455700
tsp07;1;14; 18;1;17,1461300
tsp07;1;14;  0;1;17,9463900
tsp07;1;14; 14;1;18,9119200
tsp07;1;14; 17;1;19,5783600
tsp07;1;14;  7;1;20,1108200
tsp07;1;14;  8;1;21,4621800
tsp07;1;14;  2;1;21,9111400
tsp07;1;14; 13;1;22,5783400
tsp07;1;14; 16;1;25,6781400
tsp07;1;14;  3;1;26,7923600
tsp07;1;14; 12;1;27,8428500
tsp07;1;14; 11;1;29,2942100
tsp07;1;15;  4;1; 7,4666370
tsp07;1;15;  8;1; 8,5494960
tsp07;1;15; 10;1; 9,0662630
tsp07;1;15; 18;1;10,4825000
tsp07;1;15; 13;1;11,1649500
tsp07;1;15;  2;1;12,1484500
tsp07;1;15;  9;1;13,0827800
tsp07;1;15; 17;1;15,7320200
tsp07;1;15; 14;1;16,7646800
tsp07;1;15;  0;1;17,5976500
tsp07;1;15;  3;1;18,2974700
tsp07;1;15; 12;1;19,8969300
tsp07;1;15; 19;1;23,4970100
tsp07;1;15; 16;1;27,1793600
tsp07;1;15; 11;1;28,9626900
tsp07;1;15; 11;0;33,3267400
tsp07;1;15; 16;0;34,0440900
tsp07;1;15; 11;1;34,7109300
tsp07;1;15; 16;1;35,4605300
tsp07;1;15;  6;1;36,2273400
tsp07;1;15;  5;1;39,3920400
tsp07;1;16;  8;1; 1,4598350
tsp07;1;16;  6;1; 2,1764410
tsp07;1;16; 14;1; 2,6600490
tsp07;1;16;  0;1; 3,8097760
tsp07;1;16;  2;1; 4,3429830
tsp07;1;16;  3;1; 6,2422790
tsp07;1;16; 11;1; 7,3586880
tsp07;1;16;  7;1; 8,4086320
tsp07;1;16; 18;1; 9,0582390
tsp07;1;16; 16;1; 9,8248180
tsp07;1;16;  5;1;10,8917400
tsp07;1;16;  9;1;12,0417700
tsp07;1;16;  4;1;12,5244200
tsp07;1;16; 19;1;13,3414100
tsp07;1;16; 10;1;15,8400900
tsp07;1;16; 13;1;16,7073800
tsp07;1;16; 15;1;17,2920600
tsp07;1;16; 12;1;17,8749000
tsp07;1;16; 17;1;18,6735200
tsp07;1;16;  1;1;19,6725500
tsp07;1;16;  8;1;20,9055400
tsp07;1;17; 10;1; 3,2050090
tsp07;1;17;  6;1; 6,1393240
tsp07;1;17; 11;1; 7,2388950
tsp07;1;17; 15;1; 8,5885770
tsp07;1;17;  2;1; 9,2386190
tsp07;1;17;  9;1;10,3539000
tsp07;1;17;  3;1;11,2382000
tsp07;1;17; 19;1;13,4033600
tsp07;1;17;  7;1;14,2370800
tsp07;1;17;  0;1;15,3863500
tsp07;1;17; 18;1;17,2198700
tsp07;1;17; 14;1;17,7713200
tsp07;1;17;  8;1;18,4195300
tsp07;1;17;  4;1;18,8863800
tsp07;1;17; 13;1;19,9196900
tsp07;1;17; 17;1;20,8032800
tsp07;1;17; 16;1;21,6196400
tsp07;1;17;  5;1;22,0202500
tsp07;1;17;  1;1;22,9202200
tsp07;1;17; 12;1;24,4189100
tsp07;1;17; 10;1;29,2184900
tsp07;1;18;  6;1; 1,9016150
tsp07;1;18;  7;1; 2,8358040
tsp07;1;18;  9;1; 3,2845800
tsp07;1;18;  2;1; 4,0516360
tsp07;1;18; 12;1; 4,9846380
tsp07;1;18; 15;1; 6,8845020
tsp07;1;18; 19;1; 7,4660490
tsp07;1;18; 13;1; 8,6011200
tsp07;1;18; 18;1; 9,7164120
tsp07;1;18;  1;1;12,1827300
tsp07;1;18; 11;1;17,1650900
tsp07;1;18;  5;1;17,9992300
tsp07;1;18; 10;1;18,4646900
tsp07;1;18;  8;1;21,2982100
tsp07;1;18; 16;1;21,9143200
tsp07;1;18;  0;1;22,5142800
tsp07;1;18;  3;1;23,6639500
tsp07;1;18; 17;1;24,1140400
tsp07;1;18; 14;1;24,8794900
tsp07;1;18;  4;1;26,1807200
tsp07;1;18;  6;1;28,4141800
tsp07;1;19;  9;1; 9,0456710
tsp07;1;19;  7;1; 9,8114220
tsp07;1;19; 11;1;11,3433100
tsp07;1;19;  4;1;12,4615200
tsp07;1;19; 14;1;13,2430400
tsp07;1;19; 10;1;13,7429900
tsp07;1;19; 19;1;14,5110500
tsp07;1;19;  3;1;15,5937000
tsp07;1;19;  5;1;18,8752200
tsp07;1;19; 13;1;19,7098000
tsp07;1;19;  6;1;20,7103400
tsp07;1;19;  0;1;21,6760800
tsp07;1;19; 12;1;22,1596200
tsp07;1;19; 16;1;23,3594200
tsp07;1;19; 18;1;24,1923500
tsp07;1;19;  1;1;25,3922300
tsp07;1;19; 17;1;25,9256200
tsp07;1;19;  2;1;26,7748900
tsp07;1;19;  8;1;29,0427200
tsp07;1;19; 15;1;29,9917600
tsp07;1;19;  9;1;31,1239900
tsp07;1;20;  1;1; 1,8287390
tsp07;1;20; 18;1; 2,3794940
tsp07;1;20; 16;1; 3,8301470
tsp07;1;20; 19;1; 5,8950200
tsp07;1;20;  7;1; 7,0955430
tsp07;1;20;  4;1; 7,9114990
tsp07;1;20;  8;1; 8,5446970
tsp07;1;20;  6;1;11,3434300
tsp07;1;20;  9;1;12,7105000
tsp07;1;20; 15;1;13,5437900
tsp07;1;20; 17;1;14,3269700
tsp07;1;20;  5;1;15,1104900
tsp07;1;20;  0;1;15,9595500
tsp07;1;20; 14;1;16,8252900
tsp07;1;20; 11;1;17,8919900
tsp07;1;20;  3;1;18,3607500
tsp07;1;20;  2;1;20,6587400
tsp07;1;20; 13;1;21,5588800
tsp07;1;20; 12;1;22,7916600
tsp07;1;20; 10;1;24,3421600
tsp07;1;20;  1;1;27,2740100
tsp07;1;21;  6;1; 5,3424300
tsp07;1;21;  2;1; 5,9426270
tsp07;1;21;  4;1; 6,3926960
tsp07;1;21; 12;1; 7,4580840
tsp07;1;21; 13;1; 8,0260850
tsp07;1;21;  1;1; 8,7918590
tsp07;1;21;  0;1; 9,5747470
tsp07;1;21; 17;1;10,2416800
tsp07;1;21; 16;1;11,4751200
tsp07;1;21; 10;1;12,9749200
tsp07;1;21;  7;1;13,8746300
tsp07;1;21; 15;1;14,8240300
tsp07;1;21; 11;1;15,6568200
tsp07;1;21; 18;1;16,1074200
tsp07;1;21;  8;1;17,6069000
tsp07;1;21; 19;1;19,6568700
tsp07;1;21;  9;1;20,1228000
tsp07;1;21;  3;1;20,6740000
tsp07;1;21;  5;1;21,2391600
tsp07;1;21; 14;1;22,0058700
tsp07;1;21;  6;1;23,9888100
tsp07;1;22;  0;1; 7,5313030
tsp07;1;22; 14;1; 8,5136150
tsp07;1;22;  8;1; 9,4644930
tsp07;1;22;  2;1;10,2470700
tsp07;1;22;  5;1;11,0487800
tsp07;1;22;  7;1;11,5972000
tsp07;1;22; 10;1;12,3984100
tsp07;1;22; 13;1;13,5636400
tsp07;1;22;  3;1;15,4145100
tsp07;1;22; 17;1;15,8966900
