id,v,w,p,c,pID,instanceNumber,block,trial,answer,correct,timeSpent,randomYes.1.Left.No.Right.Yes.,xyCoordinates,error,type,sol,phaseT,ExpVersion,propagations,decisions,totalValues,totalWeights,nCapacity,nProfit,nSolutions,opt_profit,nProfit_opt,dist_opt_p,n_dist_opt_p,ICexpost
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be22,64,3,5,1,1,2.004464,1,"(2.5,0.5)(0,5)(7.5,2)(0.5,2)(5.5,5.5)(3,6)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be14,64,2,22,1,1,2.002975,1,"(7,6)(1,2)(8,2)(1.5,5.5)(4,6)(4,0.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be32,64,1,17,1,1,2.00071,0,"(0.5,1)(7,2.5)(0.5,5)(6.5,5.5)(4,5.5)(7.5,0.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be18,64,2,22,1,1,2.003646,0,"(2,1)(0,3.5)(6.5,0.5)(6,5.5)(2,4.5)(7.5,3)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be16,64,3,17,0,0,2.004114,0,"(1.5,2.5)(2,0)(5.5,0.5)(1.5,5.5)(8,5.5)(7.5,1)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be23,64,1,9,0,0,2.000857,1,"(7.5,5.5)(4.5,0.5)(7,3.5)(0.5,5)(1.5,1)(6.5,1)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be27,64,2,21,1,1,2.000987,1,"(7,2.5)(2.5,5.5)(3.5,1)(6,5.5)(1.5,3)(0.5,6)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be24,64,1,21,0,0,2.002742,0,"(8,0.5)(6.5,2.5)(1,5)(1,1)(7.5,5)(5,0.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be33,64,2,2,1,1,2.001501,1,"(7.5,5.5)(7,1.5)(1,6)(1,3)(1.5,0.5)(5.5,6)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be21,64,3,17,0,0,2.001952,0,"(0.5,4)(7,5.5)(6.5,1.5)(1,1)(1.5,6)(4.5,0.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be31,64,2,20,1,1,2.002807,1,"(7,2.5)(2,5.5)(3,1)(6.5,5)(1,2.5)(0.5,0.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be25,64,1,9,1,1,2.003222,0,"(8,2)(0.5,3.5)(3.5,1)(7.5,4.5)(4,5.5)(0,1.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be19,64,1,11,1,1,2.00064,1,"(1,3)(1,1)(6,1)(1,5.5)(7.5,4)(4,6)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be17,64,2,2,0,0,2.000054,1,"(6.5,5)(0,3.5)(2,0.5)(2,5.5)(6.5,3)(6,1)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be29,64,3,20,1,1,2.000672,1,"(5,6)(8,5.5)(8,0.5)(0.5,3.5)(3.5,0.5)(6.5,3)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be20,64,3,7,0,0,2.004215,1,"(0.5,1)(0,6)(2.5,6)(6.5,5.5)(6.5,2)(3,0.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be15,64,2,24,1,1,2.000053,1,"(1.5,2.5)(6,1.5)(6,6)(1,5)(3,0.5)(6.5,3.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be30,64,1,22,0,0,2.003738,0,"(0,6)(2,0.5)(6.5,2.5)(0.5,3)(6.5,4.5)(3.5,6)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be28,64,2,6,0,0,2.00414,0,"(0,2.5)(4.5,0.5)(6.5,2.5)(2,5.5)(7,5)(0,4.5)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
0-0.43-0.39,"8,6,3,45,7,16","29,1,38,43,6,23",33,60,be26,64,2,1,1,1,2.001216,1,"(4.5,6)(0.5,3.5)(2,6)(7,5)(7,2)(1,1)",NA,6,1,0,V4,135,5,85,140,0.42857142857142855,0.38823529411764707,5,58,0.6823529411764706,-25,-0.29411764705882354,0.29411764705882354
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be28,56,1,9,1,1,2.002298,0,"(6.5,1)(6.5,6)(0,5.5)(0,2)(2.5,6)(2.5,1)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be31,56,2,11,1,1,2.003639,0,"(5,5.5)(7,2)(1,1)(1,3.5)(7.5,6)(3,6)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be29,56,1,17,0,0,2.002856,0,"(-0.5,0)(7.5,2)(0.5,5)(6.5,4.5)(1.5,0.5)(5,0.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be26,56,3,9,1,1,2.002416,1,"(6.5,1)(4,0.5)(1,1)(7,5)(3,6)(8,2.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be17,56,1,19,1,1,2.00389,0,"(7,6)(6.5,3)(0.5,4)(1.5,1)(7,0.5)(3.5,5.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be25,56,2,16,1,1,2.002765,0,"(4.5,0.5)(6.5,1)(0,2)(6,5.5)(2,6)(8,4)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be20,56,3,4,1,1,2.005278,1,"(2.5,0)(7.5,1.5)(0.5,2)(7,5.5)(2,6)(4.5,5.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be23,56,1,4,1,1,2.001872,1,"(8,4.5)(4.5,0)(1.5,5)(7,2)(2,0.5)(1,2.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be18,56,1,11,1,1,2.004042,0,"(7.5,6)(1,3)(6.5,4)(1,1)(3.5,0.5)(1,6)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be32,56,3,8,1,1,2.001363,1,"(2.5,5.5)(7,4)(7.5,1.5)(1,3.5)(3.5,0.5)(0,0.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be19,56,2,19,1,1,2.001679,1,"(0.5,1.5)(4,0)(7.5,4.5)(7.5,1)(0.5,5.5)(2,0.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be27,56,1,9,1,1,2.002919,0,"(7,3.5)(8,5.5)(0.5,2)(1,4.5)(6,1.5)(6,6)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be21,56,1,10,1,1,2.001016,0,"(-0.5,5)(6.5,2)(7.5,4.5)(1.5,1)(8,1)(1.5,4)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be30,56,2,3,1,1,2.001025,1,"(2,5)(0.5,3)(0.5,1)(8,5)(6.5,1)(4.5,5.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be16,56,2,7,0,0,2.003951,0,"(-0.5,5.5)(5,0)(0.5,3)(7.5,5)(7,2)(4.5,5.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be22,56,2,17,1,1,2.002388,0,"(0,5.5)(6.5,1)(0,3)(7.5,4)(4,6)(0.5,0.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be14,56,2,11,1,1,2.001264,0,"(6,3.5)(8,6)(1.5,4.5)(8,3)(6.5,0.5)(4.5,0.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be15,56,3,18,1,1,2.001864,0,"(7,2.5)(5.5,0)(0,2.5)(2,5.5)(5,6)(2,0.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be24,56,3,8,1,1,2.001269,1,"(6.5,2.5)(6.5,0)(7.5,5)(0.5,4)(0.5,0.5)(4.5,0.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
1-0.45-0.39,"2,23,40,40,10,12","2,2,42,31,30,6",49,50,be33,56,1,2,1,1,2.002318,0,"(7.5,3.5)(2.5,5)(7,1)(0.5,2.5)(0,5.5)(7.5,5.5)",NA,6,1,0,V4,136,5,127,113,0.4424778761061947,0.3858267716535433,11,77,0.6062992125984252,-28,-0.2204724409448819,0.2204724409448819
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be17,60,2,14,1,1,2.001779,1,"(3.5,6)(6.5,1)(0,6)(7.5,5.5)(0,1.5)(8,3.5)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be31,60,3,24,1,1,2.004007,0,"(1.5,1)(8,4)(6,0.5)(5,5.5)(-0.5,5.5)(1,3.5)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be15,60,3,17,1,1,2.001421,1,"(3.5,0.5)(7,2)(6,5.5)(0,3)(8.5,5)(2,5.5)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be27,60,2,16,1,1,2.000587,1,"(1,5)(1,1)(5.5,0.5)(8,3.5)(3,6)(8,6)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be20,60,1,8,1,1,2.003707,0,"(6,5.5)(6,0.5)(0.5,6)(3.5,5.5)(8,3)(2,1)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be14,60,1,2,0,0,2.004075,0,"(6.5,2)(1.5,6)(5,5.5)(0,2.5)(2.5,0.5)(7.5,5.5)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be33,60,2,18,0,0,2.0023,0,"(0.5,0.5)(6.5,2.5)(6.5,5.5)(0.5,5)(4,0.5)(0.5,3)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be23,60,2,5,1,1,2.002574,0,"(6,1)(2,5.5)(0,1)(8,2.5)(0.5,3.5)(5.5,6)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be32,60,3,5,1,1,2.001185,0,"(7.5,5)(0.5,4)(7,1.5)(3,6)(0,0.5)(2,1)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be28,60,3,23,1,1,2.002369,1,"(1,4)(8,5.5)(6.5,2)(4,0.5)(4.5,6)(1,1)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be22,60,3,7,1,1,2.003556,1,"(7,3)(7.5,5.5)(5,0.5)(0,2.5)(2,0.5)(4.5,6)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be21,60,3,16,1,1,2.000761,1,"(3.5,0.5)(7.5,5)(6,0.5)(0.5,1.5)(1.5,4)(5.5,6)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be18,60,1,6,1,1,2.003556,1,"(7.5,3.5)(8,1)(5.5,5.5)(4.5,0.5)(1.5,1.5)(0.5,5)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be26,60,2,24,1,1,2.00053,0,"(1,2)(0,5)(8,1)(6.5,3.5)(7,6)(2,6)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be24,60,3,18,1,1,2.000695,1,"(8,2)(6,5.5)(0,2.5)(8,4.5)(4,0.5)(3.5,6)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be30,60,3,13,0,0,2.00037,0,"(4,6)(6.5,3.5)(8,0.5)(1.5,5.5)(5.5,1)(8,6)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be29,60,3,14,1,1,2.000716,0,"(1.5,1)(1.5,5.5)(7.5,1)(7.5,3)(6,5.5)(8,5.5)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be16,60,1,15,0,0,2.003745,0,"(0.5,4)(8,5.5)(4.5,6)(1,6)(7,3)(2,1)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be19,60,1,18,1,1,2.000915,1,"(1.5,2)(6.5,5.5)(3,6)(1,4.5)(8,2)(6,1)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
102-0.41-0.38,"34,36,38,34,24,32","42,37,5,5,24,46",75,65,be25,60,3,13,1,1,2.003673,0,"(1,2)(5.5,6)(7,1)(7,3.5)(2.5,5.5)(0,5.5)",NA,6,1,0,V4,135,8,198,159,0.4088050314465409,0.3787878787878788,4,108,0.5454545454545454,-33,-0.16666666666666666,0.16666666666666666
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be14,53,1,22,0,1,2.00103,0,"(5,5.5)(2.5,0)(0.5,4)(8,6)(7,3.5)(0,1)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be20,53,3,23,0,1,2.003931,1,"(4.5,0)(0,2.5)(8,4)(5,6)(1.5,1.5)(2,5.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be26,53,1,6,0,1,2.002232,0,"(7.5,2.5)(3.5,0)(7.5,0.5)(1,3.5)(2,6)(8,5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be27,53,3,21,0,1,2.000733,1,"(5,0.5)(2,5)(0,5.5)(6.5,5.5)(7.5,3)(2.5,0.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be21,53,3,18,0,1,2.001253,1,"(1,3.5)(6,3.5)(2.5,0.5)(6.5,0.5)(0,0.5)(6.5,5.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be19,53,3,10,0,1,2.002048,0,"(2,4.5)(-0.5,2)(6,2)(6.5,6)(2,0.5)(8,3)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be25,53,3,3,0,1,2.003667,1,"(6.5,0)(4.5,1)(2.5,0.5)(0,3)(1.5,5.5)(8,4)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be18,53,2,19,0,1,2.003412,1,"(5,0.5)(7,6)(0.5,3)(4,6)(6.5,4)(0,5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be31,53,3,1,0,1,2.002223,0,"(6,0)(1,1)(2.5,6)(6.5,2.5)(7.5,6)(0,4)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be23,53,2,3,0,1,2.002121,0,"(7,3.5)(0.5,4)(4.5,0.5)(4,6)(0,0.5)(7,0.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be30,53,2,21,0,1,2.001843,1,"(6,4.5)(-0.5,3)(2,0.5)(1.5,5)(7.5,1)(4.5,0.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be28,53,3,21,0,1,2.002362,1,"(6,4.5)(1,3)(0.5,0.5)(6.5,0.5)(4,0.5)(1,5.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be29,53,2,3,0,1,2.001091,0,"(6.5,4)(-0.5,3)(6,0.5)(8,2)(2,0.5)(2,5.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be32,53,2,22,0,1,2.001895,1,"(7.5,2)(1,1.5)(4.5,1)(1.5,5.5)(2.5,0.5)(7,5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be16,53,2,12,0,1,2.002179,1,"(1,5)(7.5,3)(6,1.5)(1,1)(8,0.5)(8,5.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be24,53,1,6,0,1,2.002499,1,"(5.5,5.5)(1,5)(0.5,2)(8,3)(5.5,1)(8,0.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be22,53,3,3,0,1,2.001939,1,"(4.5,0)(0.5,0)(7,2)(6,6)(1.5,5.5)(1,2)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be33,53,3,4,0,1,2.002276,0,"(6.5,0)(6,2)(4,6)(7.5,6)(1,5.5)(0.5,2)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be17,53,1,3,0,1,2.002238,0,"(2,5)(8,5)(6.5,4.5)(1.5,1.5)(7,1.5)(4.5,0.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
103-0.45-0.89,"42,1,2,35,15,49","3,4,44,40,44,38",128,77,be15,53,2,16,0,1,2.003541,1,"(8,0.5)(1,4.5)(7.5,3)(3,0.5)(0,2.5)(6,5.5)",NA,5,0,0,V4,84,0,144,173,0.44508670520231214,0.8888888888888888,0,92,0.6388888888888888,36,0.25,0.25
