pID;block;trial;clicknumber;Variable;Literal;state;time
sat04;3;10; 9;4;1;1; 57,8689600
sat04;3;10;10;5;0;0; 64,2679000
sat04;3;10;11;5;0;1; 64,4346500
sat04;3;10;12;2;0;0; 69,5667000
sat04;3;10;13;2;0;1; 69,7503600
sat04;3;10;14;2;1;0; 75,9657300
sat04;3;10;15;2;1;1; 76,1324800
sat04;3;10;16;5;1;0; 83,0449500
sat04;3;10;17;5;1;1; 83,2311600
sat04;3;10;18;2;0;0; 95,5953100
sat04;3;10;19;2;0;1; 95,7419100
sat04;3;10;20;2;1;0; 98,7759900
sat04;3;11; 1;4;0;1;  8,7282100
sat04;3;11; 2;1;0;1; 29,6738900
sat04;3;11; 3;2;1;1; 41,5884700
sat04;3;11; 4;2;0;0; 49,9330200
sat04;3;11; 5;2;0;1; 50,1331000
sat04;3;11; 6;3;0;1; 55,9665900
sat04;3;11; 7;5;1;1; 65,6503700
sat04;3;11; 8;2;1;0; 69,8663000
sat04;3;11; 9;2;1;1; 70,0959200
sat04;3;11;10;3;1;0; 74,7486200
sat04;3;11;11;3;1;1; 74,9322100
sat04;3;11;12;4;1;0; 83,4472200
sat04;3;11;13;4;1;1; 83,6441700
sat04;3;11;14;4;0;0; 85,8300300
sat04;3;11;15;4;0;1; 86,0468100
sat04;3;11;16;2;0;0; 95,6448100
sat04;3;11;17;2;0;1; 95,7743500
sat04;3;11;18;4;1;0;104,3598000
sat04;3;11;19;4;1;1;104,9727000
sat04;3;12; 1;1;0;1; 12,6101200
sat04;3;12; 2;1;1;0; 21,3918300
sat04;3;12; 3;1;1;1; 21,6218100
sat04;3;12; 4;2;1;1; 32,0219700
sat04;3;12; 5;4;1;1; 41,7519100
sat04;3;12; 6;5;1;1; 51,6867400
sat04;3;12; 7;3;0;1; 57,5348200
sat04;3;13; 1;2;1;1; 15,2209600
sat04;3;13; 2;2;0;0; 18,9873100
sat04;3;13; 3;2;0;1; 19,1503000
sat04;3;13; 4;4;0;1; 33,0808300
sat04;3;13; 5;4;0;0; 33,2644300
sat04;3;13; 6;4;0;1; 35,9975600
sat04;3;13; 7;5;1;1; 45,8812800
sat04;3;13; 8;3;1;1; 55,7767800
sat04;3;13; 9;1;1;1; 61,5291000
sat04;3;13;10;3;0;0; 67,0113700
sat04;3;13;11;3;0;1; 67,1944000
sat04;3;13;12;4;1;0; 72,6606700
sat04;3;13;13;4;1;1; 72,8565500
sat04;3;13;14;5;0;0; 75,2760800
sat04;3;13;15;5;0;1; 75,4595300
sat04;3;13;16;2;1;0; 79,1754600
sat04;3;13;17;2;1;1; 79,3560400
sat04;3;13;18;5;1;0; 83,1577900
sat04;3;13;19;5;1;1; 83,3713100
sat04;3;14; 1;1;1;1;  7,9372330
sat04;3;14; 2;1;0;0; 15,1525500
sat04;3;14; 3;1;0;1; 15,2991300
sat04;3;14; 4;2;1;1; 28,4650500
sat04;3;14; 5;3;1;1; 39,8785600
sat04;3;14; 6;5;0;1; 49,5292900
sat04;3;14; 7;4;1;1; 55,9946400
sat04;3;14; 8;3;0;0; 59,7594000
sat04;3;14; 9;3;0;1; 59,9238100
sat04;3;14;10;3;1;0; 63,2751400
sat04;3;14;11;3;1;1; 63,4416800
sat04;3;14;12;2;0;0; 73,5253600
sat04;3;14;13;2;0;1; 73,6879700
sat04;3;14;14;5;1;0; 76,8238800
sat04;3;14;15;5;1;1; 76,9871700
sat04;3;14;16;3;0;0; 79,8738100
sat04;3;14;17;3;0;1; 80,0533000
sat04;3;14;18;4;0;0; 87,7199000
sat04;3;14;19;4;0;1; 87,8875600
sat04;3;15; 1;1;1;1; 14,3780700
sat04;3;15; 2;2;0;1; 31,4932900
sat04;3;15; 3;3;1;1; 40,1590900
sat04;3;15; 4;4;0;1; 53,8893500
sat04;3;15; 5;5;1;1; 63,9336200
sat04;3;15; 6;4;1;0; 66,0168500
sat04;3;15; 7;4;1;1; 66,2165700
sat04;3;15; 8;2;1;0; 71,5528100
sat04;3;15; 9;2;1;1; 71,7154400
sat04;3;15;10;1;0;0; 78,8014500
sat04;3;15;11;1;0;1; 79,0014300
sat04;3;15;12;1;1;0; 82,1653800
sat04;3;15;13;1;1;1; 82,3301500
sat04;3;15;14;3;0;0; 86,3644900
sat04;3;15;15;3;0;1; 86,6976400
sat04;3;15;16;5;0;0; 89,0654200
sat04;3;15;17;5;0;1; 89,2493000
sat04;3;15;18;5;1;0; 92,8822900
sat04;3;15;19;5;1;1; 93,0990000
sat04;3;15;20;5;1;0; 93,2322400
sat04;3;16; 1;1;1;1;  9,9335780
sat04;3;16; 2;3;0;1; 25,2810700
sat04;3;16; 3;2;1;1; 44,6274500
sat04;3;16; 4;4;0;1; 49,6599700
sat04;4; 1; 1;1;0;1;  9,2154850
sat04;4; 1; 2;4;0;1; 26,2287500
sat04;4; 1; 3;2;0;1; 51,4586900
sat04;4; 1; 4;3;1;1; 53,7406200
sat04;4; 1; 5;5;0;1; 60,1726500
sat04;4; 2; 1;1;1;1; 12,4479500
sat04;4; 2; 2;2;1;1; 31,2967500
sat04;4; 2; 3;5;0;1; 41,0617400
sat04;4; 2; 4;1;0;0; 61,4749500
sat04;4; 2; 5;1;0;1; 61,6747700
sat04;4; 2; 6;2;0;0; 80,8867000
sat04;4; 2; 7;2;0;1; 81,0504300
sat04;4; 2; 8;3;0;1; 91,9352700
sat04;4; 2; 9;4;1;1;105,6140000
sat04;4; 3; 1;1;1;1;  5,7554630
sat04;4; 3; 2;2;0;1; 29,1190500
sat04;4; 3; 3;3;1;1; 39,5656400
sat04;4; 3; 4;4;0;1; 50,6802600
sat04;4; 3; 5;5;0;1; 57,7751000
sat04;4; 3; 6;1;0;0; 65,2747800
sat04;4; 3; 7;1;0;1; 65,4250600
sat04;4; 3; 8;5;1;0; 78,3085800
sat04;4; 3; 9;5;1;1; 78,4713400
sat04;4; 3;10;3;0;0; 82,0078400
sat04;4; 3;11;3;0;1; 82,1872900
sat04;4; 3;12;5;0;0; 88,7875200
sat04;4; 3;13;5;0;1; 88,9527400
sat04;4; 3;14;1;1;0; 92,7224900
sat04;4; 3;15;1;1;1; 92,9052400
sat04;4; 4; 1;1;0;1;  8,8741230
sat04;4; 4; 2;2;0;1; 28,5680600
sat04;4; 4; 3;3;0;1; 40,1516400
sat04;4; 4; 4;4;1;1; 49,8152400
sat04;4; 4; 5;5;1;1; 57,0831600
sat04;4; 4; 6;1;1;0; 66,4444300
sat04;4; 4; 7;1;1;1; 66,6615100
sat04;4; 4; 8;2;1;0; 69,3951100
sat04;4; 4; 9;2;1;1; 69,6103900
sat04;4; 4;10;4;0;0; 71,7932700
sat04;4; 4;11;4;0;1; 71,9930600
sat04;4; 4;12;1;1;0; 74,3425400
sat04;4; 4;13;1;1;1; 74,5260900
sat04;4; 4;14;2;1;0; 75,6278400
sat04;4; 4;15;2;1;1; 76,4753700
sat04;4; 4;16;3;0;0; 82,0246000
sat04;4; 4;17;3;0;1; 82,1911500
sat04;4; 4;18;4;1;0; 84,2905400
sat04;4; 4;19;4;1;1; 84,4738500
sat04;4; 5; 1;1;0;1;  6,2720870
sat04;4; 5; 2;2;0;1; 18,9534500
sat04;4; 5; 3;4;0;1; 28,6029900
sat04;4; 5; 4;3;0;1; 37,5662400
sat04;4; 5; 5;5;1;1; 47,0313600
sat04;4; 5; 6;3;1;0; 50,8305300
sat04;4; 5; 7;3;1;1; 51,4800600
sat04;4; 5; 8;2;1;0; 56,6123700
sat04;4; 5; 9;2;1;1; 56,7961500
sat04;4; 5;10;3;0;0; 64,8275100
sat04;4; 5;11;3;0;1; 65,0108800
sat04;4; 5;12;1;1;0; 68,4435000
sat04;4; 5;13;1;1;1; 68,5936000
sat04;4; 5;14;1;0;0; 73,4761400
sat04;4; 5;15;1;0;1; 73,6263100
sat04;4; 5;16;2;0;0; 78,7750700
sat04;4; 5;17;2;0;1; 78,9257400
sat04;4; 5;18;3;1;0; 92,4057500
sat04;4; 5;19;3;1;1; 92,6056000
sat04;4; 5;20;3;0;0; 96,9051700
sat04;4; 6; 1;1;1;1; 15,4342100
sat04;4; 6; 2;1;1;0; 19,4167900
sat04;4; 6; 3;4;0;1; 29,5643800
sat04;4; 6; 4;5;1;1; 38,8625900
sat04;4; 6; 5;3;1;1; 52,4434300
sat04;4; 6; 6;1;0;1; 55,2927900
sat04;4; 6; 7;2;0;1; 60,3255700
sat04;4; 7; 1;2;1;1;  5,4355470
sat04;4; 7; 2;3;1;1; 16,2998400
sat04;4; 7; 3;4;0;1; 21,0324100
sat04;4; 8; 1;1;0;1;  6,3785780
sat04;4; 8; 2;2;0;1; 20,0755800
sat04;4; 8; 3;4;0;1; 47,4374100
sat04;4; 8; 4;3;0;1; 58,5682400
sat04;4; 8; 5;5;1;1; 60,5179300
sat04;4; 9; 1;1;0;1;  5,6849060
sat04;4; 9; 2;2;0;1; 12,9002200
sat04;4; 9; 3;4;0;1; 23,3148600
sat04;4; 9; 4;4;0;0; 25,3649200
sat04;4; 9; 5;5;1;1; 34,6459700
sat04;4; 9; 6;4;0;1; 46,2109000
sat04;4; 9; 7;1;1;0; 56,7421600
sat04;4; 9; 8;1;1;1; 59,1747100
sat04;4; 9; 9;2;1;0; 64,9236400
sat04;4; 9;10;2;1;1; 65,0902000
sat04;4; 9;11;3;0;1; 69,2728200
sat04;4; 9;12;5;0;0; 75,2548700
sat04;4; 9;13;5;0;1; 75,4382900
sat04;4; 9;14;5;1;0; 78,9375200
sat04;4; 9;15;5;1;1; 79,1209900
sat04;4;10; 1;1;0;1;  6,4289930
sat04;4;10; 2;1;0;0; 19,0932400
sat04;4;10; 3;2;1;1; 29,8577100
sat04;4;10; 4;2;0;0; 32,7574500
sat04;4;10; 5;2;0;1; 32,9242100
sat04;4;10; 6;3;1;1; 41,4226200
sat04;4;10; 7;5;1;1; 61,9018600
sat04;4;10; 8;5;0;0; 65,2846700
sat04;4;10; 9;5;0;1; 65,4343800
sat04;4;10;10;1;1;1; 77,9655200
sat04;4;10;11;1;1;0; 78,1489900
sat04;4;10;12;1;1;1; 78,7321800
sat04;4;10;13;4;0;1; 83,2145700
sat04;4;10;14;1;0;0; 95,8787900
sat04;4;10;15;1;0;1; 96,0453000
sat04;4;10;16;3;0;0; 99,1283000
sat04;4;10;17;3;0;1; 99,2947300
sat04;4;10;18;4;1;0;103,0605000
sat04;4;10;19;4;1;1;103,2103000
sat04;4;10;20;5;1;0;106,1432000
sat04;4;11; 1;1;0;1;  7,4031600
sat04;4;11; 2;2;1;1; 28,6158900
sat04;4;11; 3;3;0;1; 40,2834700
sat04;4;11; 4;4;0;1; 53,5141900
sat04;4;11; 5;5;1;1; 57,1966600
sat04;4;11; 6;5;0;0; 60,6794100
sat04;4;11; 7;5;0;1; 60,8762600
sat04;4;11; 8;4;1;0; 66,1281100
sat04;4;11; 9;4;1;1; 66,2926300
sat04;4;11;10;4;0;0; 75,1917900
sat04;4;11;11;4;0;1; 75,5081300
sat04;4;11;12;5;1;0; 78,4425200
sat04;4;11;13;5;1;1; 78,6765100
sat04;4;12; 1;1;1;1; 14,1748700
sat04;4;12; 2;2;1;1; 33,8227300
sat04;4;12; 3;3;1;1; 43,4201700
sat04;4;12; 4;4;1;1; 46,8373300
sat04;4;12; 5;5;1;1; 50,9868800
sat04;4;13; 1;1;1;1;  4,7821960
sat04;4;13; 2;2;1;1; 26,2747300
sat04;4;13; 3;3;0;1; 44,1916400
sat04;4;13; 4;5;0;1; 48,9402700
sat04;4;13; 5;4;1;1; 54,8561300
sat04;4;13; 6;1;0;0; 65,8707700
sat04;4;13; 7;1;0;1; 66,0172600
sat04;4;13; 8;1;1;0; 68,0867200
sat04;4;13; 9;1;1;1; 68,2502800
sat04;4;13;10;4;0;0; 70,3530800
sat04;4;13;11;4;0;1; 70,4997400
sat04;4;13;12;5;1;0; 75,8489100
sat04;4;13;13;5;1;1; 76,0321400
sat04;4;13;14;3;1;0; 78,8344400
sat04;4;13;15;3;1;1; 78,9981700
sat04;4;13;16;3;0;0; 83,3350500
sat04;4;13;17;3;0;1; 83,4979000
sat04;4;13;18;2;0;0; 85,7329600
sat04;4;13;19;2;0;1; 85,9169300
sat04;4;14; 1;1;1;1;  6,4561610
sat04;4;14; 2;4;1;1; 36,2013400
sat04;4;14; 3;3;1;1; 42,8158900
sat04;4;14; 4;5;1;1; 49,2820500
sat04;4;14; 5;2;0;1; 70,9441800
sat04;4;14; 6;5;0;0; 77,5098100
sat04;4;14; 7;5;0;1; 77,6561300
sat04;4;14; 8;3;0;0; 80,2419500
sat04;4;14; 9;3;0;1; 80,4057900
sat04;4;14;10;2;1;0; 84,0248600
sat04;4;14;11;2;1;1; 84,1918500
sat04;4;14;12;1;0;0; 87,3566900
sat04;4;14;13;1;0;1; 87,5376100
sat04;4;15; 1;1;1;1;  7,7480770
sat04;4;15; 2;2;1;1; 16,6628200
sat04;4;15; 3;2;1;0; 19,1783900
sat04;4;15; 4;2;0;1; 24,3615600
sat04;4;15; 5;5;1;1; 27,7944300
sat04;4;15; 6;3;0;1; 30,0105100
sat04;4;15; 7;2;1;0; 38,5398900
sat04;4;15; 8;2;1;1; 38,7053300
sat04;4;15; 9;4;0;1; 42,1892900
sat04;4;15;10;5;0;0; 45,7059200
sat04;4;15;11;5;0;1; 45,8412100
sat04;4;15;12;2;0;0; 53,7209600
sat04;4;15;13;2;0;1; 53,9020700
sat04;4;15;14;1;0;0; 56,9725100
sat04;4;15;15;1;0;1; 57,2050400
sat04;4;15;16;2;1;0; 62,3039200
sat04;4;15;17;2;1;1; 62,4700600
sat04;4;15;18;3;1;0; 69,1361500
sat04;4;15;19;3;1;1; 69,2990300
sat04;4;15;20;2;0;0; 70,6496600
sat04;4;16; 1;1;1;1;  8,1669160
sat04;4;16; 2;1;1;0; 10,8495600
sat04;4;16; 3;2;0;1; 20,0478800
sat04;4;16; 4;3;0;1; 27,7629200
sat04;4;16; 5;1;1;1; 31,2953600
sat04;4;16; 6;4;1;1; 33,2618900
sat05;1; 1; 1;5;0;1;  6,1582260
sat05;1; 1; 2;5;0;0; 10,3236500
sat05;1; 1; 3;5;1;1; 10,8402100
sat05;1; 1; 4;5;1;0; 17,3389900
sat05;1; 1; 5;5;0;1; 18,0388600
sat05;1; 1; 6;1;1;1; 25,4707900
sat05;1; 1; 7;2;1;1; 38,3350300
sat05;1; 1; 8;3;0;1; 49,1662900
sat05;1; 1; 9;4;1;1; 57,9146300
sat05;1; 1;10;1;1;0; 64,8467100
sat05;1; 1;11;1;0;1; 65,7631500
sat05;1; 2; 1;1;0;1;  9,5411220
sat05;1; 2; 2;5;0;1; 13,8735500
sat05;1; 2; 3;2;0;1; 29,4538400
sat05;1; 2; 4;4;1;1; 42,1181100
sat05;1; 2; 5;3;1;1; 46,1008400
sat05;1; 2; 6;4;1;0; 62,5310300
sat05;1; 2; 7;4;0;1; 64,2807000
sat05;1; 2; 8;1;1;0; 73,3288600
sat05;1; 2; 9;1;1;1; 74,0119900
sat05;1; 2;10;5;1;0; 85,9098200
sat05;1; 2;11;5;1;1; 86,2596900
sat05;1; 2;12;4;1;0; 90,6588700
sat05;1; 2;13;4;1;1; 90,8588400
sat05;1; 2;14;2;1;0;103,3899000
sat05;1; 2;15;2;1;1;103,6231000
sat05;1; 3; 1;4;0;1;  5,3870540
sat05;1; 3; 2;5;1;1; 14,5187400
sat05;1; 3; 3;3;0;1; 15,3851300
sat05;1; 3; 4;2;1;1; 18,6513400
sat05;1; 4; 1;3;0;1; 15,2570000
sat05;1; 4; 2;5;0;1; 22,2056700
sat05;1; 4; 3;4;1;1; 36,6529000
sat05;1; 4; 4;1;0;1; 42,7351900
sat05;1; 4; 5;2;1;1; 47,9841700
sat05;1; 4; 6;4;0;0; 57,1989200
sat05;1; 4; 7;4;0;1; 57,4489400
sat05;1; 4; 8;4;1;0; 69,7465300
sat05;1; 4; 9;4;1;1; 69,9132100
sat05;1; 4;10;3;1;0; 72,2959600
sat05;1; 4;11;3;1;1; 72,4794800
sat05;1; 4;12;3;0;0; 82,3441300
sat05;1; 4;13;3;0;1; 82,5441700
sat05;1; 4;14;1;1;0;101,8404000
sat05;1; 4;15;1;1;1;102,0571000
sat05;1; 4;16;1;0;0;106,2562000
sat05;1; 4;17;1;0;1;106,5395000
sat05;1; 5; 1;4;1;1;  9,5417940
sat05;1; 5; 2;3;0;1; 17,7402600
sat05;1; 5; 3;1;1;1; 20,7396800
sat05;1; 5; 4;5;1;1; 23,8724600
sat05;1; 5; 5;2;0;1; 33,8540400
sat05;1; 5; 6;3;1;0; 44,1186200
sat05;1; 5; 7;3;1;1; 44,3520100
sat05;1; 5; 8;3;0;0; 49,5843500
sat05;1; 5; 9;3;0;1; 49,7843300
sat05;1; 5;10;4;0;0; 55,1998900
sat05;1; 5;11;4;0;1; 55,3832400
sat05;1; 5;12;1;0;0; 64,0648800
sat05;1; 5;13;1;0;1; 64,2649200
sat05;1; 5;14;4;1;0; 77,6956800
sat05;1; 5;15;4;1;1; 77,8788500
sat05;1; 5;16;3;1;0; 99,7247300
sat05;1; 5;17;3;1;1; 99,9247400
sat05;1; 6; 1;3;1;1;  7,8212050
sat05;1; 6; 2;1;0;1; 12,5203400
sat05;1; 6; 3;4;1;1; 16,3552200
sat05;1; 7; 1;5;1;1;  4,6494670
sat05;1; 7; 2;1;1;1; 19,7133600
sat05;1; 7; 3;2;0;1; 22,3294400
sat05;1; 7; 4;4;0;1; 26,9119400
sat05;1; 7; 5;3;0;1; 44,9085700
sat05;1; 7; 6;4;1;0; 66,1545600
sat05;1; 7; 7;4;1;1; 68,1708400
sat05;1; 7; 8;5;0;0; 75,9360700
sat05;1; 7; 9;5;0;1; 76,4026900
sat05;1; 7;10;5;1;0; 80,5351600
sat05;1; 7;11;5;1;1; 80,7685500
sat05;1; 7;12;4;0;0; 85,8841800
sat05;1; 7;13;4;0;1; 86,0840800
sat05;1; 7;14;3;1;0;109,7463000
sat05;1; 8; 1;5;1;1;  2,7613910
sat05;1; 8; 2;1;1;1;  7,1273190
sat05;1; 8; 3;3;0;1; 13,2928300
sat05;1; 8; 4;3;1;0; 46,2867100
sat05;1; 8; 5;3;1;1; 46,6031400
sat05;1; 8; 6;5;0;0; 59,1509300
sat05;1; 8; 7;5;0;1; 59,3675100
sat05;1; 8; 8;2;1;1; 64,5667300
sat05;1; 8; 9;4;0;1; 66,3496100
sat05;1; 8;10;4;0;0; 76,9975300
sat05;1; 8;11;4;1;1; 77,7139900
sat05;1; 8;12;5;1;0; 81,4133000
sat05;1; 8;13;5;1;1; 81,6133300
sat05;1; 8;14;3;0;0; 90,4953200
sat05;1; 8;15;3;0;1; 90,7282600
sat05;1; 8;16;3;1;0; 93,9442700
sat05;1; 8;17;3;1;1; 94,6775800
sat05;1; 8;18;1;0;0;101,9762000
sat05;1; 8;19;1;0;1;102,1761000
sat05;1; 9; 1;4;1;1; 11,5040400
sat05;1; 9; 2;2;0;1; 18,1028100
sat05;1; 9; 3;1;1;1; 24,9514800
sat05;1; 9; 4;3;0;1; 34,3995700
sat05;1;10; 1;5;0;1;  6,6706850
sat05;1;10; 2;3;1;1; 12,1194800
sat05;1;10; 3;3;0;0; 23,8672700
sat05;1;10; 4;4;1;1; 30,5659800
sat05;1;10; 5;2;1;1; 36,4149000
sat05;1;10; 6;3;0;1; 37,5813400
sat05;1;11; 1;5;1;1;  5,5601580
sat05;1;11; 2;1;0;1; 14,9249300
sat05;1;11; 3;2;0;1; 33,0882800
sat05;1;11; 4;4;0;1; 51,5351700
sat05;1;11; 5;4;1;0; 62,6661400
sat05;1;11; 6;4;1;1; 62,8493700
sat05;1;11; 7;1;1;0; 68,2816600
sat05;1;11; 8;1;1;1; 68,5149400
sat05;1;11; 9;5;0;0; 74,2138800
sat05;1;11;10;5;0;1; 74,3970000
sat05;1;11;11;3;0;1; 80,8959600
sat05;1;11;12;2;1;0; 85,1784700
sat05;1;11;13;2;1;1; 85,3617200
sat05;1;11;14;5;1;0; 90,1108400
sat05;1;11;15;5;1;1; 90,3108500
sat05;1;11;16;1;0;0; 96,7095600
sat05;1;11;17;1;0;1; 96,8763100
sat05;1;11;18;2;0;0;103,1917000
sat05;1;11;19;2;0;1;103,3583000
sat05;1;12; 1;1;1;1;  5,9648590
sat05;1;12; 2;1;0;0;  9,7808690
sat05;1;12; 3;1;0;1; 10,3141500
sat05;1;12; 4;5;1;1; 20,1621800
sat05;1;12; 5;3;0;1; 33,1597500
sat05;1;12; 6;4;0;1; 34,5427800
sat05;1;12; 7;2;1;1; 37,2255900
sat05;1;12; 8;1;1;0; 45,9906200
sat05;1;12; 9;1;1;1; 46,5905000
sat05;1;12;10;5;0;0; 59,3047800
sat05;1;12;11;5;0;1; 59,6214000
sat05;1;12;12;1;0;0; 71,6691600
sat05;1;12;13;1;0;1; 71,8857800
sat05;1;12;14;4;1;0; 79,8675700
sat05;1;12;15;4;1;1; 80,0342400
sat05;1;12;16;1;1;0; 97,0476500
sat05;1;12;17;1;1;1; 97,2476000
sat05;1;12;18;3;1;0;100,2137000
sat05;1;12;19;3;1;1;100,3803000
sat05;1;12;20;3;0;0;103,3630000
sat05;1;13; 1;2;0;1;  7,7092210
sat05;1;13; 2;5;0;1; 18,7239100
sat05;1;13; 3;1;0;1; 29,7218700
sat05;1;13; 4;4;0;1; 42,0527100
sat05;1;13; 5;3;0;1; 44,2190600
sat05;1;13; 6;4;1;0; 61,4157700
sat05;1;13; 7;4;1;1; 61,6657600
sat05;1;13; 8;5;1;0; 78,1461500
sat05;1;13; 9;5;1;1; 78,3125900
sat05;1;13;10;4;0;0; 82,9288300
sat05;1;13;11;4;0;1; 83,0953500
sat05;1;13;12;2;1;0; 91,4767900
sat05;1;13;13;2;1;1; 91,6601300
sat05;1;13;14;3;1;0;104,4076000
sat05;1;13;15;3;1;1;104,5910000
sat05;1;14; 1;4;0;1;  6,9142990
sat05;1;14; 2;1;1;1; 12,5464700
sat05;1;14; 3;3;1;1; 26,9605000
sat05;1;14; 4;5;1;1; 36,0751500
sat05;1;14; 5;2;1;1; 41,5242800
sat05;1;14; 6;3;0;0; 53,8053300
sat05;1;14; 7;3;0;1; 54,0220400
sat05;1;15; 1;1;1;1; 18,2122700
sat05;1;15; 2;4;0;1; 35,1089200
sat05;1;15; 3;2;1;1; 40,2912800
sat05;1;15; 4;5;1;1; 46,8401500
sat05;1;15; 5;3;0;1; 49,3396000
sat05;1;16; 1;5;0;1; 18,5953600
sat05;1;16; 2;4;0;1; 33,6259800
sat05;1;16; 3;4;0;0; 37,6249800
sat05;1;16; 4;4;1;1; 46,5233100
sat05;1;16; 5;3;1;1; 53,5719600
sat05;1;16; 6;1;1;1; 59,4874700
sat05;1;16; 7;2;1;1; 66,4694800
sat05;1;16; 8;2;1;0; 76,0009900
sat05;1;16; 9;2;0;1; 78,7336700
sat05;1;16;10;5;1;0; 80,0169700
sat05;1;16;11;5;1;1; 80,2168600
sat05;1;16;12;5;0;0; 86,3823100
sat05;1;16;13;5;0;1; 86,6822400
sat05;1;16;14;4;0;0; 96,9469800
sat05;1;16;15;4;0;1; 97,1136000
sat05;1;16;16;4;1;0;101,3795000
sat05;1;16;17;4;1;1;101,5628000
sat05;1;16;18;5;1;0;103,6124000
sat05;1;16;19;5;1;1;103,7790000
sat05;2; 1; 1;3;0;1;  9,4955830
sat05;2; 1; 2;2;1;1; 21,2106000
sat05;2; 1; 3;1;1;1; 29,7092400
sat05;2; 1; 4;5;0;1; 56,9365100
sat05;2; 1; 5;2;1;0; 59,3034100
sat05;2; 1; 6;2;0;1; 60,2032400
sat05;2; 1; 7;4;1;1; 70,0679400
sat05;2; 1; 8;2;1;0; 82,1158300
sat05;2; 1; 9;2;1;1; 82,3650900
sat05;2; 1;10;5;1;0; 82,8157500
sat05;2; 1;11;5;1;1; 82,9993400
sat05;2; 1;12;1;0;0; 96,2634100
sat05;2; 1;13;1;0;1; 96,4292100
sat05;2; 1;14;5;1;0;109,7776000
sat05;2; 1;15;5;1;1;109,9441000
sat05;2; 2; 1;4;0;1; 17,1715600
sat05;2; 2; 2;1;0;1; 35,0354000
sat05;2; 2; 3;3;1;1; 50,5824300
sat05;2; 2; 4;5;0;1; 56,3313100
sat05;2; 2; 5;2;0;1; 78,1937100
sat05;2; 2; 6;1;1;0; 96,4065900
sat05;2; 2; 7;1;1;1; 96,6234100
sat05;2; 2; 8;5;1;0;104,9711000
sat05;2; 2; 9;5;1;1;105,1710000
sat05;2; 2;10;2;1;0;106,9051000
sat05;2; 2;11;2;1;1;107,1040000
sat05;2; 2;12;3;0;0;109,3535000
sat05;2; 2;13;3;0;1;109,5369000
sat05;2; 3; 1;5;0;1;  6,1053090
sat05;2; 3; 2;1;0;1; 10,1379100
sat05;2; 3; 3;3;0;1; 15,4370700
sat05;2; 3; 4;2;0;1; 19,9688400
sat05;2; 4; 1;5;1;1; 13,8734400
sat05;2; 4; 2;1;1;1; 26,5720700
sat05;2; 4; 3;4;0;1; 41,6348800
sat05;2; 4; 4;3;0;1; 47,5170300
sat05;2; 4; 5;2;1;1; 53,3659200
sat05;2; 4; 6;4;1;0; 71,8956800
sat05;2; 4; 7;4;1;1; 72,0790700
sat05;2; 4; 8;3;1;0; 76,2614400
sat05;2; 4; 9;3;1;1; 76,5781600
sat05;2; 4;10;1;0;0; 87,9425600
sat05;2; 4;11;1;0;1; 88,1270000
sat05;2; 4;12;2;0;0; 92,7417300
sat05;2; 4;13;2;0;1; 92,9084200
sat05;2; 4;14;3;0;0;100,4902000
sat05;2; 4;15;3;0;1;100,7570000
sat05;2; 4;16;4;0;0;102,3066000
sat05;2; 4;17;4;0;1;102,4732000
sat05;2; 4;18;1;1;0;106,4724000
sat05;2; 4;19;1;1;1;106,6223000
sat05;2; 4;20;5;0;0;108,9219000
sat05;2; 5; 1;1;0;1;  9,1597140
sat05;2; 5; 2;4;0;1; 21,5906000
sat05;2; 5; 3;2;0;1; 30,6222000
sat05;2; 5; 4;3;1;1; 37,4041300
sat05;2; 5; 5;5;1;1; 44,1528800
sat05;2; 5; 6;3;0;0; 75,4636200
sat05;2; 5; 7;3;0;1; 75,6469000
sat05;2; 5; 8;4;1;0; 76,2134900
sat05;2; 5; 9;4;1;1; 76,3968700
sat05;2; 5;10;2;1;0; 83,0288500
sat05;2; 5;11;2;1;1; 83,2288400
sat05;2; 5;12;5;1;0; 85,0785200
sat05;2; 5;13;5;1;1; 85,2784700
sat05;2; 5;14;4;0;0; 90,2107400
sat05;2; 5;15;4;0;1; 90,3941000
sat05;2; 5;16;2;0;0; 93,8100800
sat05;2; 5;17;2;0;1; 93,9934500
sat05;2; 5;18;3;1;0; 99,7424500
sat05;2; 5;19;3;1;1; 99,9089800
sat05;2; 6; 1;4;1;1; 16,5220300
sat05;2; 6; 2;3;0;1; 24,1039400
sat05;2; 6; 3;5;1;1; 28,3864500
sat05;2; 7; 1;5;0;1;  5,8964000
sat05;2; 7; 2;1;1;1; 14,6279800
sat05;2; 7; 3;3;0;1; 24,1095200
sat05;2; 7; 4;4;1;1; 33,1910100
sat05;2; 7; 5;2;1;1; 40,9062600
sat05;2; 7; 6;2;0;0; 56,2203600
sat05;2; 7; 7;2;0;1; 56,4199100
sat05;2; 7; 8;5;1;0; 69,3508400
sat05;2; 7; 9;5;1;1; 69,5341000
sat05;2; 8; 1;1;1;1;  5,8683470
sat05;2; 8; 2;5;0;1; 16,2996500
sat05;2; 8; 3;3;1;1; 23,6814900
sat05;2; 8; 4;2;1;1; 33,5296400
sat05;2; 8; 5;2;0;0; 38,9119100
sat05;2; 8; 6;2;0;1; 39,2284900
sat05;2; 8; 7;4;1;1; 39,7283700
sat05;2; 8; 8;3;0;0; 46,1938700
sat05;2; 8; 9;3;0;1; 46,3938400
