pID;instanceNumber;block;trial;answer;correct;timeSpent;randomYes.1.Left.No.Right.Yes.;error;v;l;id;type;sol;nVariables;nLiterals;nClauses;ratio;phaseT;region;solution;solvetime;restarts;conflicts;decisions;propagations;clauses;literals
sat07;14;3;10;1;1; 44,0555200;0;NA;3,4,5,1,3,4,1,3,5,1,2,3,1,2,3,1,2,5,1,3,5,2,3,4,1,3,4,3,4,5,1,3,5,1,3,4,1,2,4,1,2,5,1,2,5,1,2,3,3,4,5,2,3,4,1,4,5,2,4,5,1,3,4,1,2,5,1,4,5,1,2,4;0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1;4.8-923;2;1;5; 72;24;4,8;1;Phase Transition;1;0,989;1;0;3; 5;24;5
sat07;15;2;10;0;0;100,4349000;1;NA;1,3,5,3,4,5,2,3,4,1,4,5,1,2,3,1,3,4,3,4,5,2,3,4,1,3,4,1,3,4,1,2,4,1,4,5,2,3,4,1,2,5,1,2,3,1,2,3,1,2,3,1,3,4,3,4,5,1,4,5,1,2,4,2,3,5,2,3,4,1,2,4;1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1;4.8-462;2;1;5; 72;24;4,8;1;Phase Transition;1;0,000;1;0;4; 5;24;5
sat07;16;4;10;1;1; 33,5873100;0;NA;1,3,5,3,4,5,1,2,3,1,3,4,1,2,5,1,3,5,1,2,3,1,3,4,1,2,3,1,4,5,1,4,5,1,2,5,1,2,4,1,2,5,1,2,4,1,2,3,2,3,4,2,4,5,2,4,5,3,4,5,1,4,5,2,4,5,1,4,5,2,3,4;1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1;4.8-167;2;1;5; 72;24;4,8;1;Phase Transition;1;0,973;1;0;3; 5;24;5
sat07;17;2;11;0;1; 66,4946700;0;NA;1,3,5,1,3,5,1,2,3,3,4,5,1,2,5,1,4,5,1,3,4,2,4,5,1,4,5,2,3,4,2,3,4,1,3,4,2,3,5,1,2,4,2,3,5,1,2,3,1,3,5,2,4,5,2,4,5,2,3,4,1,2,4,2,3,4,2,3,5,3,4,5;1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1;4.8-286;3;0;5; 72;24;4,8;1;Phase Transition;0;0,000;1;5;4;11;24;5
sat07;18;1;15;0;1; 93,6061900;0;NA;3,4,5,1,3,5,2,3,5,1,3,4,1,2,3,1,2,5,1,4,5,1,4,5,1,4,5,1,2,5,1,3,5,3,4,5,1,3,5,1,2,3,1,2,5,1,3,4,2,4,5,1,2,4,1,4,5,1,2,4,1,3,4,1,2,5,2,3,5,3,4,5;0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1;4.8-723;3;0;5; 72;24;4,8;1;Phase Transition;0;0,984;1;4;4;11;24;5
sat07;19;4;11;0;1; 44,3229500;0;NA;1,3,5,1,4,5,3,4,5,1,2,3,2,3,4,1,4,5,1,3,5,1,4,5,1,3,5,2,3,4,2,3,4,1,3,4,2,3,5,1,2,3,1,2,3,1,2,3,1,3,5,2,3,5,2,3,5,1,2,5,1,2,5,2,3,4,1,4,5,3,4,5;1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1;4.8-912;3;0;5; 72;24;4,8;1;Phase Transition;0;0,000;1;4;3;10;24;5
sat07;20;1;11;0;1; 86,6823600;0;NA;1,3,5,1,2,5,1,3,5,1,3,4,3,4,5,2,3,5,2,3,4,1,2,5,1,3,4,2,4,5,2,4,5,2,3,4,1,3,5,2,3,4,1,2,3,1,2,3,3,4,5,3,4,5,2,3,5,1,4,5,1,2,5,2,3,5,1,4,5,2,3,4;1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0;4.8-374;3;0;5; 72;24;4,8;1;Phase Transition;0;0,000;1;4;4;10;24;5
sat07;21;3;11;0;1;105,4397000;1;NA;1,3,5,1,3,4,1,2,5,1,3,4,2,3,4,1,4,5,1,4,5,1,3,5,2,3,4,3,4,5,1,3,5,1,3,4,2,4,5,2,3,4,2,3,4,1,3,5,2,4,5,3,4,5,1,2,3,1,2,4,2,3,5,1,2,5,1,3,4,2,3,5;1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0;4.8-190;3;0;5; 72;24;4,8;1;Phase Transition;0;0,000;1;5;4;12;24;5
sat07;22;3;15;0;1; 64,7408600;1;NA;3,4,5,1,3,4,1,2,5,1,3,4,3,4,5,1,4,5,1,3,5,1,3,5,3,4,5,2,3,4,2,3,5,2,3,4,1,2,3,1,3,5,2,4,5,1,2,4,3,4,5,2,4,5,2,4,5,3,4,5,2,4,5,1,2,4,2,3,4,2,3,5;0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0;4.8-728;3;0;5; 72;24;4,8;1;Phase Transition;0;0,000;1;5;4;13;24;5
sat07;23;2;15;0;1; 98,6841700;1;NA;3,4,5,1,4,5,1,4,5,1,2,5,1,3,5,3,4,5,1,4,5,1,4,5,1,4,5,1,3,4,1,2,3,2,3,5,1,2,5,1,2,5,1,2,4,1,3,5,1,3,4,2,3,5,2,4,5,1,3,4,1,2,5,2,3,5,2,3,5,3,4,5;0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1;4.8-586;3;0;5; 72;24;4,8;1;Phase Transition;0;0,000;1;4;3;10;24;5
sat07;24;4;15;0;1; 62,4857800;1;NA;1,3,5,3,4,5,1,2,5,1,2,3,1,2,5,2,3,4,3,4,5,1,2,3,1,3,5,1,3,5,2,3,4,3,4,5,1,2,4,2,4,5,1,2,3,2,3,4,1,3,5,1,3,4,3,4,5,3,4,5,1,3,4,2,3,5,2,3,4,1,2,4;1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1;4.8-809;3;0;5; 72;24;4,8;1;Phase Transition;0;1,308;1;5;4;11;24;5
sat07;25;2; 2;1;1; 76,3719600;0;NA;2,4,5,1,3,5,1,3,4,2,3,4,1,4,5,1,3,5,3,4,5,2,3,4,1,3,5,2,3,5,2,3,4,1,2,3,1,2,3,1,3,5,1,3,4,1,2,4,1,4,5,2,3,5,1,2,5,1,3,4,1,4,5,1,2,5,1,4,5,1,2,4;1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1;4.8-964;4;1;5; 72;24;4,8;1;Phase Transition;1;1,968;1;2;4; 8;24;5
sat07;26;1; 9;1;1; 50,5217900;1;NA;3,4,5,1,2,3,1,2,5,1,3,5,1,3,4,1,2,5,2,4,5,2,3,4,1,3,4,2,4,5,1,3,4,1,2,5,2,3,4,2,3,5,2,3,5,1,2,3,1,2,3,1,3,5,2,3,4,1,2,4,2,3,5,2,4,5,1,2,4,1,3,4;0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0;4.8-202;4;1;5; 72;24;4,8;1;Phase Transition;1;0,000;1;3;4;11;24;5
sat07;27;4; 2;0;0; 65,6211900;1;NA;2,4,5,1,3,5,1,2,3,1,2,5,2,3,4,1,4,5,1,2,3,1,3,5,1,3,5,2,3,4,1,2,5,1,3,5,2,3,5,1,2,4,1,2,3,3,4,5,1,2,5,2,3,4,1,2,4,2,4,5,1,2,4,1,3,4,1,2,5,1,4,5;1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1;4.8-34;4;1;5; 72;24;4,8;1;Phase Transition;1;1,797;1;2;4; 9;24;5
sat07;28;1; 2;1;1; 41,9421300;0;NA;1,3,4,2,3,5,1,2,3,1,3,4,1,3,5,1,4,5,1,3,4,2,4,5,1,3,4,1,2,5,2,3,5,1,2,4,1,2,3,1,3,5,1,3,4,1,2,4,2,3,4,1,2,4,1,4,5,2,4,5,1,3,4,1,4,5,3,4,5,1,2,4;1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1;4.8-525;4;1;5; 72;24;4,8;1;Phase Transition;1;1,358;1;2;4;10;24;5
sat07;29;3; 2;0;0; 96,7298300;0;NA;1,3,5,3,4,5,2,4,5,1,2,3,2,3,5,1,3,5,1,4,5,2,4,5,3,4,5,1,3,5,1,2,4,2,3,5,1,2,4,1,3,5,1,3,4,2,4,5,2,4,5,2,3,5,1,3,4,1,2,4,1,3,4,1,2,5,2,3,4,1,4,5;1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1;4.8-376;4;1;5; 72;24;4,8;1;Phase Transition;1;1,010;1;1;3; 7;24;5
sat07;30;3; 9;0;0; 69,7084600;0;NA;3,4,5,1,2,3,1,2,5,1,3,4,1,4,5,1,3,4,3,4,5,1,2,3,1,4,5,1,2,4,2,3,4,1,2,3,2,3,5,1,2,4,1,3,5,3,4,5,2,3,4,2,3,4,1,2,4,2,4,5,1,3,4,1,2,5,2,3,5,3,4,5;0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1;4.8-585;4;1;5; 72;24;4,8;1;Phase Transition;1;1,016;1;3;4;13;24;5
sat07;31;2; 9;0;0; 74,8648500;1;NA;1,2,4,1,3,5,1,3,5,2,3,4,1,2,3,1,3,4,2,3,4,3,4,5,2,3,4,2,4,5,1,2,3,2,3,4,1,2,3,1,2,3,1,3,5,2,4,5,2,3,4,1,2,3,2,4,5,1,4,5,1,2,5,1,2,5,1,2,5,1,4,5;1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1;4.8-335;4;1;5; 72;24;4,8;1;Phase Transition;1;1,293;1;2;4; 8;24;5
sat07;32;4; 9;0;0; 42,4796800;0;NA;1,3,4,1,2,5,1,2,3,2,4,5,2,3,5,1,4,5,1,4,5,1,2,5,3,4,5,2,4,5,1,2,4,1,4,5,2,3,4,1,2,5,1,3,5,2,4,5,2,4,5,1,2,4,1,2,4,1,2,5,2,3,4,2,3,5,3,4,5,1,2,3;0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1;4.8-282;4;1;5; 72;24;4,8;1;Phase Transition;1;0,000;1;1;3; 8;24;5
sat07;33;2;14;1;1; 84,8427100;0;NA;3,4,5,1,3,5,1,3,4,1,2,5,1,3,5,1,3,5,1,2,3,1,3,4,1,2,3,1,2,5,1,4,5,1,2,5,1,3,5,3,4,5,3,4,5,1,3,5,1,3,4,2,3,5,1,2,4,1,4,5,1,2,4,2,3,5,1,2,5,2,3,4,1,2,3,3,4,5,1,2,4,2,3,5,1,2,4,1,4,5,1,2,3,1,3,4,1,2,5,2,3,5,1,2,4;0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1;7.036-279;5;1;5;105;35;7,0;0;Overconstrained;1;1,342;1;3;4;10;35;5
sat07;34;1; 4;0;1; 61,8139200;1;NA;1,3,5,3,4,5,1,2,5,1,3,5,1,3,5,1,3,4,1,2,3,2,3,5,1,3,5,1,2,5,3,4,5,1,4,5,1,4,5,1,2,5,1,3,4,2,4,5,2,3,4,1,3,5,1,2,4,1,4,5,2,3,4,2,3,5,2,3,5,1,3,4,3,4,5,2,3,5,2,3,4,3,4,5,1,4,5,1,2,3,1,2,5,1,2,5,2,3,4,1,4,5,3,4,5;1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1;7.036-714;5;0;5;105;35;7,0;0;Overconstrained;0;1,750;1;4;3; 8;35;5
sat07;35;3; 7;0;1; 89,0373700;1;NA;1,3,5,1,3,5,1,2,3,1,3,4,3,4,5,1,2,3,1,4,5,1,2,3,3,4,5,3,4,5,1,3,5,1,3,4,2,4,5,1,3,4,1,2,4,2,3,5,1,2,4,2,3,4,1,2,5,1,2,4,2,3,4,1,2,3,1,2,3,3,4,5,2,4,5,3,4,5,2,3,4,1,4,5,2,3,5,1,2,5,1,3,4,2,3,4,1,4,5,2,3,4,1,2,4;1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1;7.036-922;5;0;5;105;35;7,0;0;Overconstrained;0;2,254;1;4;3; 8;35;5
sat07;36;2; 7;0;1; 85,0894500;1;NA;1,3,5,3,4,5,3,4,5,1,2,3,1,3,4,1,2,3,1,2,5,3,4,5,2,3,5,1,4,5,1,4,5,1,2,5,1,3,5,1,4,5,1,4,5,3,4,5,1,3,5,1,3,4,2,3,5,1,2,5,1,2,3,1,2,4,2,3,4,1,3,4,2,4,5,1,2,4,3,4,5,2,3,5,1,2,3,1,4,5,1,2,4,1,3,5,1,2,5,1,4,5,2,3,4;1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0;7.036-353;5;0;5;105;35;7,0;0;Overconstrained;0;2,257;1;4;3; 7;35;5
sat07;37;4;13;0;1; 16,9241700;1;NA;2,4,5,3,4,5,1,2,3,1,4,5,1,3,5,1,2,3,3,4,5,2,3,5,1,3,5,1,4,5,1,4,5,1,2,5,3,4,5,2,3,4,2,3,4,1,2,5,1,2,4,1,4,5,1,2,4,2,3,5,2,3,4,1,3,5,3,4,5,1,3,5,2,4,5,1,2,4,2,3,5,1,4,5,1,2,4,1,2,5,1,3,4,1,2,5,2,3,4,1,4,5,1,2,4;1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1;7.036-192;5;0;5;105;35;7,0;0;Overconstrained;0;1,727;1;4;3; 8;35;5
sat07;38;3;13;0;1; 70,2236600;1;NA;3,4,5,1,2,3,2,3,5,1,4,5,2,3,4,1,4,5,1,4,5,1,2,5,1,3,4,1,2,5,2,3,4,2,3,5,1,3,4,2,4,5,1,2,3,1,2,4,2,3,5,1,2,4,2,3,4,1,2,4,2,3,5,1,2,3,1,2,3,1,2,3,1,3,4,2,4,5,1,3,5,3,4,5,1,4,5,1,2,4,1,2,5,1,2,5,1,3,4,2,3,5,1,2,4;0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1;7.036-726;5;0;5;105;35;7,0;0;Overconstrained;0;2,214;1;4;3;10;35;5
sat07;39;3; 4;0;1; 91,2410900;0;NA;3,4,5,3,4,5,1,3,4,1,2,5,1,2,3,1,3,4,3,4,5,1,2,3,3,4,5,1,4,5,1,4,5,1,2,5,1,3,5,3,4,5,1,3,5,1,3,5,2,3,5,2,3,4,1,2,3,2,3,5,1,2,4,1,2,3,1,3,5,2,4,5,1,2,4,3,4,5,2,4,5,2,4,5,2,4,5,2,3,4,1,2,4,1,4,5,1,2,5,1,2,5,3,4,5;0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1;7.036-570;5;0;5;105;35;7,0;0;Overconstrained;0;1,165;1;4;3;10;35;5
sat07;40;1; 7;0;1; 85,6985500;0;NA;1,3,5,1,2,4,1,3,4,1,2,5,1,3,5,1,2,3,2,3,5,2,4,5,1,2,5,2,3,4,1,4,5,1,4,5,2,4,5,1,4,5,1,3,5,2,3,4,2,4,5,1,3,4,1,2,3,1,2,4,2,3,4,2,3,5,1,3,5,2,4,5,3,4,5,1,3,5,2,4,5,2,3,4,1,2,3,1,2,4,1,3,4,1,2,5,2,3,5,2,3,4,1,2,4;1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1;7.036-820;5;0;5;105;35;7,0;0;Overconstrained;0;1,024;1;4;3; 8;35;5
sat07;41;4; 4;0;1; 76,3891800;1;NA;2,4,5,1,4,5,1,2,5,1,3,5,1,2,3,1,3,4,1,4,5,1,4,5,2,3,4,1,4,5,1,2,3,1,3,4,1,3,5,1,4,5,3,4,5,2,3,4,2,4,5,2,3,5,1,2,4,2,3,4,2,3,5,1,2,5,1,3,4,1,2,4,1,3,5,2,4,5,2,3,4,2,3,4,3,4,5,2,3,5,2,3,5,1,2,5,1,2,5,2,3,5,3,4,5;1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1;7.036-952;5;0;5;105;35;7,0;0;Overconstrained;0;2,091;1;4;3; 9;35;5
sat07;42;2;13;0;1; 87,2427000;1;NA;3,4,5,3,4,5,1,3,5,1,3,4,1,3,5,3,4,5,2,3,4,1,4,5,1,4,5,1,4,5,1,2,3,1,3,4,1,3,5,3,4,5,1,3,4,2,4,5,2,3,5,1,2,4,2,3,5,2,4,5,2,4,5,1,2,4,2,3,4,1,2,5,1,2,5,1,2,3,1,2,3,1,2,3,2,4,5,1,2,4,2,4,5,2,3,4,1,4,5,2,3,5,1,3,4;0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1;7.036-197;5;0;5;105;35;7,0;0;Overconstrained;0;0,000;1;4;3; 7;35;5
sat07;43;4; 7;0;1; 60,5820500;1;NA;3,4,5,3,4,5,1,3,4,1,3,5,1,3,5,1,2,3,2,4,5,2,3,5,1,3,5,1,4,5,1,4,5,1,3,5,1,4,5,2,4,5,1,3,5,2,4,5,1,2,3,1,2,4,2,3,5,2,3,5,2,3,5,1,2,4,2,3,4,1,2,5,1,3,4,2,4,5,1,2,4,2,4,5,1,2,4,1,2,4,1,3,4,1,2,5,2,3,5,2,3,4,1,2,4;0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1;7.036-341;5;0;5;105;35;7,0;0;Overconstrained;0;0,000;1;4;3;10;35;5
sat07;44;1;14;0;1; 82,3498200;1;NA;3,4,5,1,2,3,1,3,4,1,2,3,1,2,5,1,4,5,2,3,4,1,4,5,1,4,5,2,4,5,2,3,4,1,2,5,1,4,5,1,2,4,2,3,5,1,2,3,2,4,5,1,2,3,2,3,5,1,3,5,2,3,4,2,4,5,1,2,4,2,4,5,2,4,5,2,3,4,3,4,5,1,2,4,2,3,5,1,3,4,1,2,4,1,2,5,1,2,5,2,3,5,2,3,4;0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0;7.036-535;5;0;5;105;35;7,0;0;Overconstrained;0;0,890;1;4;3; 8;35;5
sat07;45;2; 4;0;1; 80,6733500;0;NA;1,3,5,3,4,5,1,2,5,1,2,3,1,2,5,1,4,5,2,3,5,2,3,4,1,2,5,1,4,5,2,3,4,3,4,5,1,3,5,1,3,4,2,4,5,1,2,5,1,2,4,1,4,5,1,2,4,2,3,4,1,2,5,1,2,3,1,2,4,1,2,3,3,4,5,2,4,5,2,4,5,2,3,4,1,4,5,1,2,4,2,3,5,1,3,4,2,3,5,1,4,5,2,3,4;1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0;7.036-381;5;0;5;105;35;7,0;0;Overconstrained;0;2,032;1;4;3; 7;35;5
sat07;46;3;14;0;1; 74,1938000;1;NA;1,3,4,3,4,5,1,2,4,1,2,5,2,4,5,2,3,4,1,4,5,1,2,3,1,3,5,1,4,5,1,3,5,2,3,4,3,4,5,2,3,4,1,3,4,1,2,5,1,2,4,1,4,5,1,2,4,2,3,5,2,3,5,1,2,3,1,2,3,1,2,3,2,4,5,2,4,5,2,4,5,2,3,4,3,4,5,2,4,5,1,2,5,1,3,4,2,3,5,1,4,5,2,3,4;0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0;7.036-595;5;0;5;105;35;7,0;0;Overconstrained;0;0,952;1;4;3; 9;35;5
